song_name,total_streams,daily_streams,album_name,album_id,release_date,track_number,id,explicit,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,energy_y,danceability_y,loudness_y,speechiness_y,tempo_y,valence_y,duration_ms_y
Speak Now,141488868,44416,Speak Now,34htrbhergrgerhrh,25/10/2010,4,24DefNCFiWTP8OjYWiXuYe,FALSE,spotify:track:24DefNCFiWTP8OjYWiXuYe,0.095,0.709,0.599,0,0.0973,-3.734,0.0304,118.975,0.735,55,240760,0.578125,0.712538226,0.886101229,0.008212397,0.361295545,0.770318021,0.297310357
You Are In Love,140063942,38752,1989,5e234f2rg34gQ34gergerhrh,27/10/2014,15,4A2LfnduSTsE8u0ecYROxE,FALSE,spotify:track:4A2LfnduSTsE8u0ecYROxE,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,60,267106,0.435096154,0.353211009,0.564064158,0.04398695,0.724409001,0.310954064,0.347041091
Dear John,139459705,27810,Speak Now,34htrbhergrgerhrh,25/10/2010,5,7hZuICN5eaCuQyp443RCt6,FALSE,spotify:track:7hZuICN5eaCuQyp443RCt6,0.166,0.589,0.47,1.45E-06,0.112,-5.32,0.028,119.386,0.102,52,403920,0.423076923,0.529051988,0.787118517,0.005512431,0.364214144,0.071333922,0.605291323
Everything Has Changed (feat. Ed Sheeran) (Taylor's Version),137885364,196431,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,14,7qEUFOVcxRI19tbT68JcYK,FALSE,spotify:track:7qEUFOVcxRI19tbT68JcYK,0.271,0.498,0.61,0,0.223,-5.098,0.0363,79.918,0.474,76,245426,0.591346154,0.389908257,0.8009736,0.014849814,0.083943446,0.482111307,0.306117903
Soon You'll Get Better (feat. The Chicks),137086011,111569,Lover,1NAmidJlEaVgA3MpcPFYGq,23/08/2019,12,4AYtqFyFbX0Xkc2wtcygTr,FALSE,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,0.182,0,0.123,-12.566,0.0641,207.476,0.421,73,201586,0.076923077,0.290519878,0.33489359,0.046124423,0.98976005,0.423586572,0.223365479
Better Man (Taylor's Version) (From The Vault),134111947,163779,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,22,4OmFmE0fzcMG6g0Y8p4eSD,FALSE,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD,0.214,0.473,0.579,0,0.0877,-5.824,0.0384,73.942,0.255,73,297013,0.554086538,0.351681957,0.755663733,0.017212285,0.041506593,0.240282686,0.403493572
Run (feat. Ed Sheeran) (Taylor's Version) (From The Vault),132405998,93558,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,28,4IQkfUsrwXol38VV3U7t7T,FALSE,spotify:track:4IQkfUsrwXol38VV3U7t7T,0.817,0.61,0.488,0,0.312,-6.918,0.0293,125.039,0.443,71,240226,0.444711538,0.56116208,0.687386881,0.006974913,0.404357305,0.447879859,0.296302379
I Know Places,132103833,28865,1989,5e234f2rg34gQ34gergerhrh,27/10/2014,12,3jBMHD19RZdAqG9iFQh7xc,FALSE,spotify:track:3jBMHD19RZdAqG9iFQh7xc,0.231,0.596,0.763,0,0.2,-4.99,0.0661,159.958,0.507,48,195706,0.775240385,0.539755352,0.807713911,0.048374395,0.652324582,0.518551237,0.212266386
Blank Space (Taylor's Version),129238939,659917,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,2,45wMBGri1PORPjM9PwFfrS,FALSE,spotify:track:45wMBGri1PORPjM9PwFfrS,0.0976,0.737,0.725,0,0.174,-5.417,0.0641,96.012,0.755,85,231833,0.729567308,0.755351682,0.781064719,0.046124423,0.198230378,0.792402827,0.280459744
It's Nice To Have A Friend,124828705,111208,Lover,1NAmidJlEaVgA3MpcPFYGq,23/08/2019,17,1SmiQ65iSAbPto6gPFlBYm,FALSE,spotify:track:1SmiQ65iSAbPto6gPFlBYm,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,73,150440,0.068509615,0.755351682,0.500530487,0.019124761,0.013570419,0.560512367,0.126822243
Begin Again,124772284,42552,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,16,0L4YCNRfXAoTvdpWeH2RGj,FALSE,spotify:track:0L4YCNRfXAoTvdpWeH2RGj,0.199,0.53,0.526,3.52E-06,0.232,-8.349,0.0263,79.025,0.323,57,237613,0.490384615,0.43883792,0.598077763,0.003599955,0.077602062,0.315371025,0.291370077
Tim McGraw,123565379,106540,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,1,0Om9WAB5RS09L80DyOfTNa,FALSE,spotify:track:0Om9WAB5RS09L80DyOfTNa,0.575,0.58,0.491,0,0.121,-6.462,0.0251,76.009,0.425,68,232106,0.448317308,0.51529052,0.715845971,0.002249972,0.056184802,0.428003534,0.280975059
Last Kiss,120874971,29337,Speak Now,34htrbhergrgerhrh,25/10/2010,13,4h0EXpatqJImv4VRgvX6po,FALSE,spotify:track:4h0EXpatqJImv4VRgvX6po,0.57,0.371,0.341,3.09E-05,0.101,-9.475,0.0319,89.038,0.196,54,367133,0.268028846,0.195718654,0.527803782,0.009899876,0.148706514,0.175132509,0.535852148
Dear Reader,118084747,159018,Midnights,1fnJ7k0bllNfL1kVdNVW1A,22/10/2022,20,3QF5RsWzK1lCvf2o2cY65P,FALSE,spotify:track:3QF5RsWzK1lCvf2o2cY65P,0.481,0.562,0.388,0.00145,0.117,-12.088,0.0705,107.747,0.159,71,225194,0.324519231,0.487767584,0.364725707,0.053324333,0.281563119,0.134275618,0.267927962
State Of Grace (Taylor's Version),115997205,121765,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,1,6lzc0Al0zfZOIFsFvBS1ki,FALSE,spotify:track:6lzc0Al0zfZOIFsFvBS1ki,0.000328,0.594,0.713,0,0.114,-5.314,0.0503,129.958,0.328,72,295413,0.715144231,0.536697248,0.787492979,0.030599618,0.439288174,0.320892226,0.40047341
Fearless,115791599,65814,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,1,6Eu31gddWw0gOGO506pJYA,FALSE,spotify:track:6Eu31gddWw0gOGO506pJYA,0.04,0.594,0.712,0,0.309,-4.418,0.0273,99.972,0.476,60,241986,0.713942308,0.536697248,0.843412594,0.004724941,0.226351183,0.484319788,0.299624556
closure,115245902,121533,evermore,6AORtDjduMM3bupSWzbTSG,11/12/2020,14,35rdVq36LMHQX0Suw9a6tK,FALSE,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83E-06,0.134,-10.813,0.245,151.884,0.92,66,180653,0.704326923,0.681957187,0.44429882,0.24963438,0.594989384,0.974602473,0.183852329
Should've Said No,114845432,104478,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,9,16MVSD0mGI4RMQT83Qzm69,FALSE,spotify:track:16MVSD0mGI4RMQT83Qzm69,0.0103,0.476,0.777,0,0.196,-3.771,0.0289,167.964,0.472,68,242200,0.792067308,0.356269113,0.883792049,0.006524918,0.709176898,0.479902827,0.300028503
Glitch,114007039,126408,Midnights,1fnJ7k0bllNfL1kVdNVW1A,22/10/2022,18,6wAFvJPpTZVirBKGZ4EnMW,FALSE,spotify:track:6wAFvJPpTZVirBKGZ4EnMW,0.361,0.675,0.466,0,0.11,-9.738,0.201,140.864,0.347,70,148781,0.418269231,0.660550459,0.511389877,0.200134998,0.51673401,0.341872792,0.123690713
Fifteen,113448267,43698,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,2,4t0OI7XrODjSkAu3bTPmWj,FALSE,spotify:track:4t0OI7XrODjSkAu3bTPmWj,0.067,0.556,0.651,0,0.145,-4.396,0.0266,95.485,0.203,58,294333,0.640625,0.478593272,0.844785621,0.003937451,0.194488038,0.182862191,0.398434801
Babe (Taylor's Version) (From The Vault),113275843,132953,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,24,0v4z1tuZvn6LGknom9Qx7d,FALSE,spotify:track:0v4z1tuZvn6LGknom9Qx7d,0.0538,0.584,0.743,2.83E-06,0.121,-7.075,0.0931,167.844,0.746,73,224240,0.751201923,0.521406728,0.677588467,0.078749016,0.708324753,0.782464664,0.26612719
Better Than Revenge (Taylor's Version),108901781,228203,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,10,0NwGC0v03ysCYINtg6ns58,FALSE,spotify:track:0NwGC0v03ysCYINtg6ns58,0.000886,0.496,0.885,0,0.191,-2.969,0.0803,145.863,0.665,78,220306,0.921875,0.386850153,0.933845098,0.064349196,0.552232977,0.693021201,0.258701368
White Horse,108599935,27958,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,5,6wn61Fzx9XMxQmieLpoIhW,FALSE,spotify:track:6wn61Fzx9XMxQmieLpoIhW,0.305,0.578,0.34,0,0.104,-8.027,0.0264,92.702,0.223,54,234426,0.266826923,0.512232416,0.618173875,0.003712454,0.174725361,0.204946996,0.285354293
You All Over Me (feat. Maren Morris) (Taylor's Version) (From The Vault),106471324,84598,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,21,4CHpVfAhuxNJ3ibExe6kxO,FALSE,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,0.816,0.599,0.494,0,0.101,-7.61,0.0372,142.893,0.44,67,220839,0.451923077,0.544342508,0.644198964,0.015862302,0.531142372,0.444567138,0.25970746
This Love,106359659,25809,1989,5e234f2rg34gQ34gergerhrh,27/10/2014,11,3oKMl2tJv4fdidkXUYMI5x,FALSE,spotify:track:3oKMl2tJv4fdidkXUYMI5x,0.635,0.475,0.459,0,0.101,-8.768,0.0333,143.988,0.0828,48,250093,0.409855769,0.354740061,0.571927854,0.011474857,0.538918201,0.050132509,0.314927337
Long Live (Taylor's Version),106163425,401057,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,14,4hqJ4bSlYJOXb6Z4SRmzxs,FALSE,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,0.0122,0.375,0.65,0,0.189,-4.031,0.0402,203.89,0.0752,80,317960,0.639423077,0.201834862,0.867565375,0.01923726,0.964295098,0.041740283,0.443033148
Out Of The Woods (Taylor's Version),104211973,437763,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,4,045ZeOHPIzhxxsm8bq5kyE,FALSE,spotify:track:045ZeOHPIzhxxsm8bq5kyE,0.000512,0.547,0.885,9.37E-05,0.39,-5.961,0.0418,91.992,0.192,82,235800,0.921875,0.464831804,0.747113524,0.021037237,0.169683499,0.170715548,0.287947857
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor's Version),104121498,130952,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,10,0y6kdSRCVQhSsHSpWvTUm7,FALSE,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,0.0399,0.502,0.534,0,0.0977,-5.954,0.0278,94.05,0.155,73,299080,0.5,0.396024465,0.747550396,0.005287434,0.184297796,0.129858657,0.407395243
Come Back...Be Here (Taylor's Version),103605950,130268,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,18,4pNApnaUWAL2J4KO2eqokq,FALSE,spotify:track:4pNApnaUWAL2J4KO2eqokq,0.0158,0.46,0.632,0,0.0822,-6.031,0.0302,79.846,0.399,73,223333,0.617788462,0.331804281,0.742744804,0.0079874,0.083432159,0.399293286,0.264415136
Treacherous (Taylor's Version),103582641,104460,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,3,3S7HNKPakdwNEBFIVTL6dZ,FALSE,spotify:track:3S7HNKPakdwNEBFIVTL6dZ,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,0.299,72,242720,0.570913462,0.614678899,0.713099919,0.00641242,0.297448534,0.288869258,0.301010055
Forever & Always (Taylor's Version),103002436,130796,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,11,1msEuwSBneBKpVCZQcFTsU,FALSE,spotify:track:1msEuwSBneBKpVCZQcFTsU,0.0231,0.598,0.821,0,0.143,-4.433,0.0447,128.03,0.673,73,225328,0.844951923,0.542813456,0.84247644,0.024299696,0.425597035,0.701855124,0.2681809
Haunted,101110153,32276,Speak Now,34htrbhergrgerhrh,25/10/2010,12,28M2gifMU282QBM3fKajIS,FALSE,spotify:track:28M2gifMU282QBM3fKajIS,0.0826,0.436,0.95,1.08E-06,0.149,-2.627,0.057,162.088,0.352,52,242080,1,0.295107034,0.955189415,0.038137023,0.667450167,0.347393993,0.299801991
it's time to go - bonus track,100883759,137357,evermore,6AORtDjduMM3bupSWzbTSG,7/01/2021,17,1kdWw77ZpYOkhxeuhzU1j6,FALSE,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,0.801,0.592,0.41,1.39E-05,0.09,-12.426,0.0397,151.923,0.416,73,254640,0.350961538,0.533639144,0.34363103,0.018674767,0.595266331,0.418065371,0.323510258
Long Live,98332703,34681,Speak Now,34htrbhergrgerhrh,25/10/2010,14,6XDBA3QWX51lDJ0oZbaJJN,FALSE,spotify:track:6XDBA3QWX51lDJ0oZbaJJN,0.036,0.418,0.68,7.59E-05,0.108,-4.3,0.0346,204.125,0.142,52,317946,0.675480769,0.267584098,0.850777008,0.012937338,0.965963883,0.115503534,0.443006722
Begin Again (Taylor's Version),94552863,116496,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,16,05GsNucq8Bngd9fnd4fRa0,FALSE,spotify:track:05GsNucq8Bngd9fnd4fRa0,0.075,0.519,0.527,0,0.132,-7.673,0.0274,78.915,0.267,73,238866,0.491586538,0.422018349,0.640267116,0.00483744,0.076820929,0.253533569,0.293735241
Fifteen (Taylor's Version),93512588,113960,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,2,2nqio0SfWg6gh2eCtfuMa5,FALSE,spotify:track:2nqio0SfWg6gh2eCtfuMa5,0.116,0.559,0.646,0,0.32,-4.61,0.0272,95.466,0.289,73,294419,0.634615385,0.483180428,0.83142982,0.004612442,0.194353115,0.277826855,0.398597135
New Romantics (Taylor's Version),92537355,427966,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,16,2vPMoMDXxu9uX1igWZmXSG,FALSE,spotify:track:2vPMoMDXxu9uX1igWZmXSG,0.0068,0.651,0.855,9.81E-06,0.0759,-5.959,0.0538,121.98,0.698,82,230177,0.885817308,0.623853211,0.747238345,0.034537068,0.382634692,0.729461131,0.277333877
Dear John (Taylor's Version),92488765,218972,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,5,1zU8j1x3yi9xalMF96pzKp,FALSE,spotify:track:1zU8j1x3yi9xalMF96pzKp,0.0236,0.419,0.47,0,0.163,-5.016,0.0296,119.294,0.133,77,405906,0.423076923,0.26911315,0.806091244,0.007312409,0.363560833,0.105565371,0.609040098
Welcome To New York (Taylor's Version),89934456,361216,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,1,1hR8BSuEqPCCZfv93zzzz9,FALSE,spotify:track:1hR8BSuEqPCCZfv93zzzz9,0.00961,0.761,0.607,2.24E-05,0.367,-4.83,0.0312,116.98,0.674,80,212600,0.587740385,0.79204893,0.817699557,0.009112386,0.347128624,0.702959364,0.244155516
Sad Beautiful Tragic (Taylor's Version),89838369,104927,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,12,73qMN9bXy7MSPwwGfH3wQr,FALSE,spotify:track:73qMN9bXy7MSPwwGfH3wQr,0.622,0.601,0.406,9.19E-05,0.133,-11.827,0.0275,130.059,0.232,72,284773,0.346153846,0.547400612,0.381014791,0.004949938,0.440005397,0.214885159,0.380389337
White Horse (Taylor's Version),89673856,162972,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,5,5YL553x8sHderRBDlm3NM3,FALSE,spotify:track:5YL553x8sHderRBDlm3NM3,0.369,0.423,0.517,0,0.177,-7.377,0.0486,185.262,0.366,74,234515,0.479567308,0.275229358,0.65874056,0.028687141,0.832013691,0.362853357,0.28552229
Speak Now (Taylor's Version),89415534,181869,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,4,5xXqyjLicvEpch72qEryFT,FALSE,spotify:track:5xXqyjLicvEpch72qEryFT,0.248,0.727,0.677,0,0.143,-2.871,0.0325,118.995,0.639,76,242473,0.671875,0.740061162,0.939961306,0.010574868,0.36143757,0.664310954,0.300543818
Suburban Legends (Taylor's Version) (From The Vault),89324780,264150,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,20,6T0sEnqjmHISIKwFETeeiP,FALSE,spotify:track:6T0sEnqjmHISIKwFETeeiP,0.198,0.699,0.621,0,0.104,-8.739,0.0369,118.048,0.344,78,171818,0.604567308,0.697247706,0.573737752,0.015524806,0.35471272,0.338560071,0.167175375
Forever Winter (Taylor's Version) (From The Vault),87174702,97035,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,27,3oGVx9RBmiYGv5ZCecWLkx,FALSE,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,0.256,0.611,0.552,0,0.134,-5.828,0.031,116.012,0.41,70,263533,0.521634615,0.562691131,0.755414092,0.008887389,0.34025465,0.411439929,0.340296693
Shake It Off (Taylor's Version),87126963,446808,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,6,3pv7Q5v2dpdefwdWIvE7yH,FALSE,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,0.0103,0.632,0.807,1.27E-05,0.29,-5.676,0.0738,160.055,0.921,82,219209,0.828125,0.594801223,0.764900456,0.057036787,0.6530134,0.975706714,0.25663067
I Almost Do (Taylor's Version),86389430,89007,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,7,2r9CbjYgFhtAmcFv1cSquB,FALSE,spotify:track:2r9CbjYgFhtAmcFv1cSquB,0.0167,0.511,0.559,0,0.113,-6.587,0.0264,145.88,0.248,71,244586,0.530048077,0.409785933,0.708044686,0.003712454,0.552353697,0.232553004,0.304532319
Mean (Taylor's Version),84609718,211404,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,6,30Y4CV7A6YqtQtTTo7Ue4j,FALSE,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,0.311,0.524,0.692,0,0.192,-3.866,0.0369,163.874,0.621,77,238693,0.689903846,0.429663609,0.877863072,0.015524806,0.680132935,0.644434629,0.293408686
Never Grow Up,83858286,27558,Speak Now,34htrbhergrgerhrh,25/10/2010,8,1wJL1A0QUHJPf2cm7tsrdw,FALSE,spotify:track:1wJL1A0QUHJPf2cm7tsrdw,0.819,0.714,0.305,0,0.174,-8.837,0.0305,124.91,0.554,52,290466,0.224759615,0.720183486,0.567621544,0.008324896,0.403441248,0.57045053,0.391135449
Stay Stay Stay (Taylor's Version),83598265,81391,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,9,7eQj6r5PIdYKEIZjucBMcq,FALSE,spotify:track:7eQj6r5PIdYKEIZjucBMcq,0.0848,0.693,0.681,0,0.0768,-7.039,0.025,100.02,0.663,70,205786,0.676682692,0.688073394,0.679835237,0.002137473,0.226692042,0.690812721,0.231293403
Hey Stephen (Taylor's Version),83164370,95607,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,4,550erGcdD9n6PnwxrvYqZT,FALSE,spotify:track:550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0,0.0934,-6.135,0.0296,115.99,0.797,71,254254,0.544471154,0.833333333,0.736254135,0.007312409,0.340098423,0.838780919,0.322781644
Karma (feat. Ice Spice),82714915,110826,Midnights,1fnJ7k0bllNfL1kVdNVW1A,26/05/2023,23,4i6cwNY6oIUU2XZxPIw82Y,TRUE,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,0.0623,0.615,0.616,0,0.579,-6.523,0.0622,89.977,0.0734,73,201493,0.598557692,0.568807339,0.712038944,0.04398695,0.155374554,0.03975265,0.223189932
The Story Of Us (Taylor's Version),82683515,194478,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,7,6dTA6y0C2ReQklntzZl8l3,FALSE,spotify:track:6dTA6y0C2ReQklntzZl8l3,0.00192,0.515,0.781,0,0.054,-2.608,0.0535,139.846,0.57,76,267653,0.796875,0.415902141,0.956375211,0.034199573,0.509504974,0.588118375,0.348073609
Holy Ground (Taylor's Version),80682548,94607,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,11,7J4b3LVCIGO4CMBDFLPoP6,FALSE,spotify:track:7J4b3LVCIGO4CMBDFLPoP6,0.0288,0.622,0.809,0.00218,0.109,-5.623,0.0638,156.894,0.511,71,202960,0.830528846,0.579510703,0.768208201,0.045786928,0.630566464,0.522968198,0.225959043
Foolish One (Taylor's Version) (From The Vault),79128041,220843,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,21,4s8BIKx4Zh6ryAEz8RTlaU,FALSE,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU,0.617,0.671,0.588,0,0.111,-4.675,0.0299,96.965,0.543,76,311765,0.564903846,0.654434251,0.827373151,0.007649904,0.204997834,0.558303887,0.43133946
All You Had To Do Was Stay (Taylor's Version),78199618,317578,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,5,6GXgd1BPD9bUpqw5AntGV5,FALSE,spotify:track:6GXgd1BPD9bUpqw5AntGV5,0.000718,0.586,0.72,0,0.0949,-5.556,0.035,97.057,0.481,79,193289,0.723557692,0.524464832,0.77238969,0.013387333,0.205651146,0.489840989,0.207704054
Clean (Taylor's Version),76090397,340740,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,13,2ByBBvpR9b7IynvRmnG7kG,FALSE,spotify:track:2ByBBvpR9b7IynvRmnG7kG,0.276,0.771,0.386,2.01E-05,0.121,-8.917,0.0297,103.96,0.239,79,271000,0.322115385,0.80733945,0.562628721,0.007424907,0.254670823,0.222614841,0.354391409
Back To December - Acoustic,74977599,13299,Speak Now,34htrbhergrgerhrh,25/10/2010,18,6IH2Z54gYPLqgJtxZjX80i,FALSE,spotify:track:6IH2Z54gYPLqgJtxZjX80i,0.748,0.541,0.453,0,0.2,-6.459,0.0266,141.757,0.377,49,292560,0.402644231,0.455657492,0.716033202,0.003937451,0.523075394,0.375,0.395088085
Electric Touch (feat. Fall Out Boy) (Taylor's Version) (From The Vault),74592710,155129,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,17,4e3ZNTAV6PCrdYMUrUlMpQ,FALSE,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,0.0164,0.547,0.855,0,0.144,-4.7,0.0597,131.073,0.282,75,266466,0.885817308,0.464831804,0.825812894,0.041174485,0.447206028,0.270097173,0.345833027
That's When (feat. Keith Urban) (Taylor's Version) (From The Vault),73748045,81328,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,24,7eResoqEJJAVTkQYSqvO3P,FALSE,spotify:track:7eResoqEJJAVTkQYSqvO3P,0.225,0.588,0.608,0,0.092,-7.062,0.0365,90.201,0.508,70,189495,0.588942308,0.527522936,0.6783998,0.015074812,0.156965225,0.519655477,0.200542497
Castles Crumbling (feat. Hayley Williams) (Taylor's Version) (From The Vault),72824205,141678,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,20,4ABYxlb92WBIjHu7TIKmml,FALSE,spotify:track:4ABYxlb92WBIjHu7TIKmml,0.362,0.576,0.57,0,0.0668,-7.925,0.0434,147.803,0.378,74,306062,0.543269231,0.509174312,0.624539724,0.022837215,0.566009331,0.37610424,0.420574472
Timeless (Taylor's Version) (From The Vault),72822086,166452,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,22,1HCdems7PQZRj42QDWLA0A,FALSE,spotify:track:1HCdems7PQZRj42QDWLA0A,0.3,0.624,0.585,0,0.0916,-5.847,0.0328,142.883,0.65,75,321396,0.561298077,0.582568807,0.754228297,0.010912364,0.53107136,0.676457597,0.449518945
The Lucky One (Taylor's Version),72411185,72470,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,13,4e5ayHsOLJNLTGfjau2mEw,FALSE,spotify:track:4e5ayHsOLJNLTGfjau2mEw,0.066,0.686,0.571,0,0.0608,-7.138,0.05,117.889,0.538,69,240466,0.544471154,0.677370031,0.673656619,0.030262122,0.353583627,0.552782686,0.296755403
When Emma Falls in Love (Taylor's Version) (From The Vault),71369764,130680,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,18,0zo975x58DlXbZllWvfYhg,FALSE,spotify:track:0zo975x58DlXbZllWvfYhg,0.159,0.474,0.763,0,0.138,-4.632,0.0505,78.133,0.231,74,252385,0.775240385,0.353211009,0.830056793,0.030824615,0.07126778,0.213780919,0.319253718
Ours,70749242,15358,Speak Now,34htrbhergrgerhrh,25/10/2010,15,1EQn3Uc5AyUXoiPLeyCrrg,FALSE,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,0.537,0.608,0.569,0,0.097,-7.227,0.0284,159.845,0.238,53,237920,0.542067308,0.558103976,0.668102103,0.005962425,0.651522145,0.221510601,0.291949571
The Way I Loved You,68817200,21805,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,10,5P4wWhUYWM0IaVYLuZxdar,FALSE,spotify:track:5P4wWhUYWM0IaVYLuZxdar,0.0408,0.433,0.7,0,0.115,-3.709,0.0336,160.927,0.398,53,244226,0.699519231,0.290519878,0.887661487,0.011812352,0.659205658,0.398189046,0.303852782
I Wish You Would (Taylor's Version),68534545,284041,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,26/10/2023,7,43y1WpBdnEy5TR9aZoSQL9,FALSE,spotify:track:43y1WpBdnEy5TR9aZoSQL9,0.00357,0.669,0.851,1.04E-05,0.0676,-6.526,0.0432,118.026,0.541,78,207650,0.881009615,0.651376147,0.711851713,0.022612217,0.354556494,0.556095406,0.234811891
Breathe,67461012,13651,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,7,49mWEy5MgtNujgT7xU3emT,FALSE,spotify:track:49mWEy5MgtNujgT7xU3emT,0.379,0.505,0.482,0,0.113,-7.372,0.0276,73.975,0.184,46,263973,0.4375,0.400611621,0.659052612,0.005062437,0.041740934,0.161881625,0.341127238
You're Not Sorry (Taylor's Version),67253468,89567,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,9,6iiAfo4wTA2CVC3Uwx9uh8,FALSE,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,0.0538,0.506,0.444,0,0.123,-4.99,0.0285,133.873,0.241,71,261842,0.391826923,0.402140673,0.807713911,0.006074924,0.467089426,0.224823322,0.33710476
Last Kiss (Taylor's Version),66700480,170837,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,13,59KOoHFcw5XfICnO57holu,FALSE,spotify:track:59KOoHFcw5XfICnO57holu,0.447,0.55,0.366,4.43E-06,0.101,-8.46,0.0276,79.401,0.16,75,369120,0.298076923,0.46941896,0.591150222,0.005062437,0.080272119,0.135379859,0.539602811
